Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"38/2025";Aprovada;;"Aquisição de equipamentos de laboratório";BENS;250110;799.861,5000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"243/2024";"Médio";1;30/09/2025;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;"7059";"MICROSCÓPIO";440658;"ADICIONAL: INCLINAÇÃO ATÉ 45°, AUMENTO: OCULAR ATÉ 16X, COMPONENTES: C/ CÂMERA DE VÍDEO INTEGRADA, OUTROS COMPONENTES: C/ SAÍDA USB, TIPO: BINOCULAR, TIPO DE ANÁLISE: ÓTICO";"UN";9.812,2500;54,00000;529.861,5000
"38/2025";Aprovada;;"Aquisição de equipamentos de laboratório";BENS;250110;799.861,5000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"244/2024";"Médio";1;30/09/2025;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;"7059";"MICROSCÓPIO";427014;"ADICIONAL: INCLINAÇÃO ATÉ 35°, AUMENTO: OCULARES ATÉ 10X, ZOOM ATÉ 50X, COMPONENTES: ILUMINAÇÃO EM LED, REFLETIDA E TRANSMITIDA, OUTROS COMPONENTES: BASE CERCA DE 20 X 20 CM, TIPO: BINOCULAR, TIPO DE ANÁLISE: ESTEREOSCÓPIO";"UN";5.000,0000;54,00000;270.000,0000
"153/2025";Aprovada;;"Aquisição de vestuário";BENS;250110;50.687,0000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"245/2024";"Médio";1;30/09/2025;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;"1364";"MACACÃO";402136;"CARACTERÍSTICAS ADICIONAIS: UNISSEX/ TIPO PADRÃO COM ZÍPER, COR: BRANCA, MATERIAL: TYVER, TAMANHO: G";"UN";38,9900;1.300,00000;50.687,0000
"280/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos";SERVICOS;250110;18.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"512/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;6,00000;18.000,0000
"279/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos";SERVICOS;250110;24.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"511/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;8,00000;24.000,0000
"273/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Epidemiologia";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"505/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"272/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Epidemiologia";SERVICOS;250110;18.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"504/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;6,00000;18.000,0000
"243/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Arquivologia";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"473/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"257/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Auditoria";SERVICOS;250110;9.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"489/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;3,00000;9.000,0000
"254/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Auditoria";SERVICOS;250110;18.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"486/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;6,00000;18.000,0000
"355/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Logística e Compras Públicas";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"587/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"352/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Logística e Compras Públicas";SERVICOS;250110;45.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"584/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;15,00000;45.000,0000
"342/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Políticas Públicas, ";SERVICOS;250110;15.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"574/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;5,00000;15.000,0000
"340/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Políticas Públicas,";SERVICOS;250110;45.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"572/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;15,00000;45.000,0000
"331/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Liderança, ";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"563/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"324/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Inovação, ";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"556/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"323/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Inovação, ";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"555/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"321/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Transformação Digital e TIC, ";SERVICOS;250110;3.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"553/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;1,00000;3.000,0000
"318/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Transformação Digital e TIC,";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"550/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"316/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Transformação Digital e TIC, confor";SERVICOS;250110;18.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"548/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;6,00000;18.000,0000
"312/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Transformação Digital e TIC, ";SERVICOS;250110;90.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"543/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;30,00000;90.000,0000
"307/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos";SERVICOS;250110;18.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"538/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;6,00000;18.000,0000
"305/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos";SERVICOS;250110;36.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"536/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;12,00000;36.000,0000
"303/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos";SERVICOS;250110;90.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"534/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;30,00000;90.000,0000
"289/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção";SERVICOS;250110;3.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"521/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;1,00000;3.000,0000
"286/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção";SERVICOS;250110;15.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"518/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;5,00000;15.000,0000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";1;10/03/2025;Material;7930;Compostos E Preparados Para Limpeza E Polimento;"2166";"Água Sanitária";299605;"composição química: hipoclorito de sódio, hidróxido de sódio, cloreto, cor: incolor, teor cloro ativo: varia de 2 a 2,50%, aplicação: lavagem e alvejante de roupas, banheiras, pias,";"GRF";11,6533;60,00000;699,1980
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";2;10/03/2025;Material;6840;Pesticidas E Desinfetantes;"14487";"Desinfetante";396196;"característica adicional: com aroma, composição: à base de quaternário de amônio, forma física: solução aquosa, princípio ativo: cloreto alquil dimetil benzil amônio +tensioativos, teor ativo: solução concentrada, teor ativo em torno de 50%";"L";6,6400;420,00000;2.788,8000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";3;10/03/2025;Material;7930;Compostos E Preparados Para Limpeza E Polimento;"6136";"Detergente";244300;"aplicação: remoção gordura e sujeira em geral., características adicionais: líquido, composição: detergente industrial, amoniacal, dodecilbenzeno -";"EMB";22,7000;240,00000;5.448,0000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";4;10/03/2025;Material;7920;Vassouras, Escovas, Rodos, Esponjas E Esfregões;"7042";"Esponja Limpeza";481020;"aplicação: utensílios domésticos, características adicionais: dupla face, formato: retangular, material: espuma / fibra";"UN";1,1220;240,00000;269,2800
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";5;10/03/2025;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;"10344";"PANO LIMPEZA";357462;"CARACTERÍSTICAS ADICIONAIS: CHÃO, COMPRIMENTO: 85, LARGURA: 60, MATERIAL: ALGODÃO CRU, TIPO: SACO";"UN";5,0875;360,00000;1.831,5000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";6;10/03/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"11865";"SABÃO PÓ";332971;"ASPECTO FÍSICO: PÓ, CARACTERÍSTICAS ADICIONAIS: BIODEGRADÁVEL, COMPOSIÇÃO: CARBONATOS,SILICATOS, FOSFATOS,TENSOATIVOS NÃO IÔ-";"CX";6,0000;72,00000;432,0000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";7;10/03/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"11863";"SABÃO BARRA";311420;"CARACTERÍSTICAS ADICIONAIS: COM PERFUME, COMPOSIÇÃO BÁSICA: SAIS + ÁCIDO GRAXO, TIPO: COM ALVEJANTE, PESO: 200, FORMATO: RETANGULAR";"EMB";9,4160;48,00000;451,9680
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";9;10/03/2025;Material;8105;SACOS E BOLSAS;"11903";"SACO PLÁSTICO LIXO";420496;"ALTURA: 75, CAPACIDADE: 100, COR: PRETA, ESPESSURA: 0,10 MICRA, LARGURA: 105, MATERIAL: POLIETILENO, NORMAS TÉCNICAS: NBR 9190 E 9191";"EMB";29,0950;72,00000;2.094,8400
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";10;10/03/2025;Material;8105;SACOS E BOLSAS;"11903";"SACO PLÁSTICO LIXO";328297;"ALTURA: 70, APLICAÇÃO: COLETA DE LIXO, CAPACIDADE: 60, COR: PRETA, ESPESSURA: 0,008 MICRA, LARGURA: 63";"EMB";20,0000;72,00000;1.440,0000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";11;10/03/2025;Material;8540;Artigos De Papel Para Higiene;"12792";"Toalha De Papel";481231;"aplicação: higiene pessoal, características adicionais: interfolhada, comprimento: 21,50, cor: branca, largura: 24 a 25, material: papel, tipo folha: 2 dobras";"PCT";6,4100;2.400,00000;15.384,0000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";12;10/03/2025;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;"715";"ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES";481012;"APLICAÇÃO: LIMPEZA, CARACTERÍSTICAS ADICIONAIS: LÍQUIDO, CONCENTRAÇÃO: 70%, TIPO: ETÍLICO";"GL";37,0000;144,00000;5.328,0000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";13;10/03/2025;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;"7042";"ESPONJA LIMPEZA";481018;"APLICAÇÃO: LIMPEZA GERAL, MATERIAL: LÃ AÇO";"EMB";2,2300;240,00000;535,2000
"388/2025";Aprovada;;"Aquisição de material para higiene e limpeza, São Paulo - CASAI SP";BENS;250110;93.402,7860;21/02/2025;10/03/2025;17;"SESAI.CASAI.SP";"56/2025";"Alto";14;10/03/2025;Material;8540;Artigos De Papel Para Higiene;"10383";"Papel Higiênico";352073;"características adicionais: folha simples, gofrado, cor: branca, largura: 10, material: celulose virgem";"PCT";33,7500;1.680,00000;56.700,0000
"195/2025";Aprovada;Preparação;"Contratação de serviços de continuados de brigada de incêndio (bombeiro civil).";SERVICOS;250110;7.113.050,5200;05/07/2024;01/01/2025;180;"SAA.CGCON.DIFSEP";"383/2024";"Médio";1;01/01/2025;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;"";"";25550;"SERVIÇOS DE PREVENÇÃO COMBATE INCÊNDIO / BRIGADISTA";"";592.754,2100;12,00000;7.113.050,5200
"187/2025";Aprovada;;"Serviço de retrofit do Complexo do Almoxarifado Central, situado no SIA Trecho 4 ";SERVICOS;250110;1.350.000,0000;03/04/2025;30/09/2025;180;"SAA.CGINFRA";"371/2024";"Baixo";1;30/09/2025;Serviço;833;SERVIÇOS DE ENGENHARIA;"";"";20060;"ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA";"";1.350.000,0000;1,00000;1.350.000,0000
"169/2025";Aprovada;;"Serviço de planejamento, organização e execução de atividade esportiva (corrida/caminhada)";SERVICOS;250110;200.000,0000;05/02/2025;04/08/2025;180;"SAA.COGEP.COASS";"283/2024";"Médio";1;01/08/2025;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";18449;"PLANEJAMENTO / ORGANIZAÇÃO / EXECUÇÃO / ARBITRAGEM / ATIVIDADES LÚDICAS / DESPORTIVAS / RECREATIVAS / COLÔNIA DE FÉRIAS";"";200.000,0000;1,00000;200.000,0000
"278/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos";SERVICOS;250110;30.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"510/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;10,00000;30.000,0000
"276/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia";SERVICOS;250110;90.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"508/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;30,00000;90.000,0000
"275/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Epidemiologia";SERVICOS;250110;3.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"507/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;1,00000;3.000,0000
"249/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Auditoria";SERVICOS;250110;45.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"481/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;15,00000;45.000,0000
"268/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Comunicação";SERVICOS;250110;9.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"500/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;3,00000;9.000,0000
"267/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Comunicação";SERVICOS;250110;15.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"499/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;5,00000;15.000,0000
"266/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Comunicação";SERVICOS;250110;18.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"498/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;6,00000;18.000,0000
"261/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ciências Contábeis";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"493/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"247/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Atendimento ao Público";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"477/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"260/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ciências Contábeis";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"492/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"365/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Orçamento e Finanças";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"597/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"364/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Orçamento e Finanças";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"596/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"362/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Orçamento e Finanças";SERVICOS;250110;15.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"594/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;5,00000;15.000,0000
"357/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Logística e Compras Públicas";SERVICOS;250110;9.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"589/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;3,00000;9.000,0000
"354/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Logística e Compras Públicas";SERVICOS;250110;18.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"586/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;6,00000;18.000,0000
"349/2025";Aprovada;Encerrada;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Logística e Compras Públicas";SERVICOS;250110;150.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"581/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;50,00000;150.000,0000
